placeId,name,categoryMain,categoryMid,categorySub,placeType,placeKind,placeRank,mainActivity,functionTags,roadAddress,jibunAddress,latitude,longitude,indoorOutdoor,indoorOutdoorCode,capacity,parkingCapacity,publicFacilities,accidentSummary1km,accidentSummaryNews,isIsland,islandName,ferryPort,ferryMinutes,halfDayRequired,feeGeneral,feeDisabled,openHours,closedDays,durationMin,homepage,eventStatus2026,eventMonthStart,eventMonthEnd,eventDate2026,eventScheduleConfidence,eventPeriodNote,recommendable,recommendExcludeReason,ferryTrips,islandAccessNote,facilityNature,note
P049,하귀애월해안도로,자연관광,트레일·산책로,해안도로,Area,AREA,CENTRAL·POPULAR,드라이브·산책,야외,,제주특별자치도 제주시 애월읍 하귀1리 2,33.4903737,126.4206461,실외,OUTDOOR,2000,UNKNOWN,주차장+화장실+쉼터,UNKNOWN,지역주민(1): 추락(1),UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P050,금호제주리조트,숙박시설,콘도미니엄,리조트콘도,Place,SPOT,CENTRAL·POPULAR,숙박,숙박,제주특별자치도 서귀포시 남원읍 태위로 522-12,제주특별자치도 서귀포시 남원읍 남원리 2390,33.2793,126.7052,실내,INDOOR,1580,UNKNOWN,주차장+화장실+식음료시설+편의점+세탁시설,"낙상(31), 교통사고(19), 기타 둔상(4)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P051,삼양해수욕장,자연관광,해양,해수욕장,Area,AREA,CENTRAL·POPULAR,산책·해변활동,야외,제주특별자치도 서귀포시 산록남로 2271,제주특별자치도 제주시 삼양이동 1960-4,33.2919386,126.5279022,실외,OUTDOOR,5500,60,주차장+화장실+샤워장,"교통사고(2), 기타 둔상(2), 낙상(1)",지역주민(2): 익수위험(2),UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P052,쇠소깍,자연관광,지질·특수자원,하구·협곡,Place,SPOT,CENTRAL·POPULAR,관람·산책,야외,제주특별자치도 서귀포시 쇠소깍로 104,제주특별자치도 서귀포시 하효동 990-1,33.2542498,126.6224923,실외,OUTDOOR,2000,55,주차장+화장실+매표소+안내시설,"교통사고(7), 낙상(7), 기타 둔상(3)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P053,월정리해변,자연관광,해양,해변,Place,SPOT,CENTRAL·POPULAR,산책·해변활동,야외,도로명주소미보유,제주특별자치도 제주시 구좌읍 월정리 33-3,33.556462,126.795805,실외,OUTDOOR,3635,UNKNOWN,주차장+화장실+식음료시설,"낙상(26), 교통사고(25), 열상(8)","미상(2): 익수위험(1), 해양위험(1)",UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P054,성이시돌목장,체험·레저,관광체험,목장체험,Place,SPOT,CENTRAL·POPULAR,체험·산책,"식음료, 목장",제주특별자치도 제주시 한림읍 산록남로 53,제주특별자치도 제주시 한림읍 금악리 142,33.3478,126.328,실외,OUTDOOR,1200,40,주차장+화장실+식음료시설,"교통사고(48), 낙상(22), 기타 둔상(4)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P055,도두동무지개해안도로,자연관광,트레일·산책로,해안도로,Area,AREA,CENTRAL·POPULAR,드라이브·산책,야외,도로명주소미보유,제주특별자치도 제주시 도두일동 1734,33.509258,126.471975,실외,OUTDOOR,1617,275,주차장,"낙상(44), 교통사고(11), 상해(5)",관광객(1): 교통위험(1) / 불특정다수(2): 교통위험(2),UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P056,제주항국제여객선터미널,교통시설,항만,국제여객선터미널,Place,SPOT,CENTRAL·POPULAR,이동·환승,교통거점,제주특별자치도 제주시 임항로 191,제주특별자치도 제주시 건입동 908-18,33.5248,126.541,실내+실외,MIXED,2829,449,주차장+화장실+대합실+안내소+편의점+ATM,"낙상(45), 교통사고(31), 열상(9)","불특정다수(2): 추락(1), 기상위험(1)",UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P057,제주신화월드서머셋,숙박시설,호텔,일반호텔,Place,SPOT,CENTRAL·POPULAR,숙박,숙박,제주특별자치도 서귀포시 안덕면 신화역사로304번길 89,제주특별자치도 서귀포시 안덕면 서광리 산24-15,33.3052,126.3157,실내,INDOOR,1720,2956,주차장+화장실+식음료시설,"낙상(64), 교통사고(58), 기타 둔상(20)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P058,헬로키티아일랜드,체험·레저,테마시설,캐릭터테마관,Place,SPOT,CENTRAL·POPULAR,관람·체험,실내,제주특별자치도 서귀포시 안덕면 한창로 340,제주특별자치도 서귀포시 안덕면 상창리 1963-2,33.29015,126.3522,실내,INDOOR,2500,200,주차장+화장실+안내시설+기념품점+식음료시설+엘리베이터,"교통사고(40), 낙상(23), 동물/곤충(5)",미상(1): 기상위험(1),UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,브랜드 홍보·체험관,UNKNOWN
P059,한화리조트제주,숙박시설,콘도미니엄,리조트콘도,Place,SPOT,CENTRAL·POPULAR,숙박,숙박,제주특별자치도 제주시 명림로 575-107,제주특별자치도 제주시 회천동 3-16,33.448,126.6361,실내,INDOOR,1985,400,주차장+화장실+식음료시설+편의점,"낙상(13), 교통사고(6), 기타 둔상(4)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P060,판포포구,자연관광,해양,포구경관,Area,AREA,CENTRAL·POPULAR,관람·산책,야외,도로명주소미보유,제주특별자치도 제주시 한경면 판포리 2877-3,33.36529,126.199565,실외,OUTDOOR,800,UNKNOWN,주차장+화장실+샤워장+안전시설,"낙상(10), 교통사고(9), 익수(7)","관광객(1): 해양위험(1) / 미상(1): 익수위험(1) / 지역주민(2): 미끄럼/낙상(1), 시설위험(1)",UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P061,비밀의숲,자연관광,숲·공원,숲,Place,SPOT,CENTRAL·POPULAR,산책·관람,사진명소,제주특별자치도 제주시 구좌읍 비자림로 1741-212,제주특별자치도 제주시 구좌읍 송당리 2173,33.45360692,126.7549294,실외,OUTDOOR,600,UNKNOWN,주차장+화장실+매표소+쉼터,"교통사고(67), 낙상(31), 기타 둔상(4)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P062,제주돌문화공원,문화·전시,복합문화공간,문화공원,Place,SPOT,CENTRAL·POPULAR,관람·산책,야외,제주특별자치도 제주시 조천읍 남조로 2023,제주특별자치도 제주시 조천읍 교래리 산95,33.448663,126.658949,실외,OUTDOOR,2500,130,주차장+화장실+안내시설+식음료시설+기념품점+수유실,"낙상(49), 교통사고(32), 추락(8)",,UNKNOWN,,,,,5000,무료,09:00~18:00,연중 무휴,2시간~2시간30분,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P063,한라수목원,자연관광,숲·공원,수목원,Place,SPOT,CENTRAL·POPULAR,산책·관람,야외,제주특별자치도 제주시 수목원길 72,제주특별자치도 제주시 연동 1012,33.4691319453,126.490354012,실외,OUTDOOR,2500,124,공용주차장+화장실+무료WIFI+장애인화장실,"낙상(141), 교통사고(71), 상해(32)",미상(1): 산악사고(1),UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P064,아르떼키즈파크,체험·레저,테마시설,키즈테마파크,Place,SPOT,CENTRAL·POPULAR,체험,실내,제주특별자치도 제주시 애월읍 월각로 929,제주특별자치도 제주시 애월읍 봉성리 산35,33.3547728286365,126.35735535504,실내+실외,MIXED,800,400,주차장+화장실+편의점+수유실+수하물보관소,"교통사고(19), 낙상(13), 기타 둔상(7)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,브랜드 홍보·체험관,UNKNOWN
P065,제주항공우주박물관,문화·전시,전시시설,박물관,Place,SPOT,CENTRAL·POPULAR,관람,실내,제주특별자치도 서귀포시 안덕면 녹차분재로 218 제주항공우주박물관,제주특별자치도 서귀포시 안덕면 서광리 산39,33.3029878,126.2988949,실내,INDOOR,3000,338,주차장+전기차충전+화장실+안내시설+식음료시설,"낙상(64), 교통사고(58), 기타 둔상(20)",,UNKNOWN,,,,,10000,무료,09:00~18:00,매월 세 번째 월요일,1시간30분,http://www.jdc-jam.com,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P066,사계해수욕장,자연관광,해양,해수욕장,Area,AREA,CENTRAL·POPULAR,산책·해변활동,야외,도로명주소미보유,제주특별자치도 서귀포시 안덕면 사계리 2147-35,33.2287,126.3112,실외,OUTDOOR,600,UNKNOWN,주차장+화장실+안내시설+식음료시설,"낙상(49), 교통사고(31), 추락(7)",불특정다수(1): 해양생물(1) / 지역주민(1): 추락(1),UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P067,제주절물자연휴양림,자연관광,숲·공원,자연휴양림,Place,SPOT,CENTRAL·POPULAR,산책·휴식,야외,제주특별자치도 제주시 명림로 584 제주절물자연휴양림,제주특별자치도 제주시 봉개동 산 78-1,33.439337,126.628448,실외,OUTDOOR,2000,200,주차장+화장실,"낙상(24), 교통사고(22), 추락(2)",불특정다수(1): 교통위험(1),UNKNOWN,,,,,1000,무료,07:00~18:00,연중무휴,1시간~1시간30분,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P068,서귀포칼호텔,숙박시설,호텔,일반호텔,Place,SPOT,CENTRAL·POPULAR,숙박,숙박,제주특별자치도 서귀포시 칠십리로 242,제주특별자치도 서귀포시 토평동 486-3,33.2437,126.591,실내,INDOOR,522,200,주차장+화장실+식음료시설,"교통사고(34), 낙상(26), 카트(12)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P069,휴애리자연생활공원,자연관광,숲·공원,생태공원,Place,SPOT,POPULAR·RELATED,산책·관람,체험,제주특별자치도 서귀포시 남원읍 신례동로 256,제주특별자치도 서귀포시 남원읍 신례리 2081,33.308757,126.633794,실외,OUTDOOR,10000,200,주차장+화장실+수유실+장애인편의시설+안내시설,"교통사고(36), 낙상(27), 기타 둔상(9)",,UNKNOWN,,,,,13000,6500,9:00~18:00,연중무휴,1시간 30분~2시간,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P070,우도도항선선착장,교통시설,항만,선착장,Place,SPOT,CENTRAL·POPULAR,이동·환승,교통거점,제주특별자치도 서귀포시 성산읍 성산등용로 130-19,제주특별자치도 서귀포시 성산읍 성산리 347-9,33.4724860156045,126.932306844873,실외,OUTDOOR,12000,UNKNOWN,주차장+화장실+매표소+쉼터,"교통사고(127), 낙상(81), 추락(11)",관광객(1): 교통위험(1),Y,우도,성산항,15.0,Y,,,,,,,UNKNOWN,,,,,,Y,,수시(성수기 30분 간격),여객선 필수 — 풍랑특보 시 결항. 방문 전 운항 확인 필요,,UNKNOWN
P071,노형수퍼마켙,문화·전시,전시시설,미디어아트,Place,SPOT,CENTRAL·POPULAR,관람,실내,제주특별자치도 제주시 노형로 89,제주특별자치도 제주시 해안동 2137-1,33.4649309,126.4553144,실내,INDOOR,3000,20,주차장+화장실+식음료시설+기념품점+안내시설,"낙상(33), 교통사고(16), 기타 둔상(5)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,상업 전시·테마시설,UNKNOWN
P072,제주관광공사중문면세점,상업·쇼핑,상업시설,면세점,Place,SPOT,CENTRAL·POPULAR,쇼핑,실내,제주특별자치도 서귀포시 중문관광로 224 제주국제컨벤션센터 1층,제주특별자치도 서귀포시 중문동 2700,33.2412896364104,126.424442899565,실내,INDOOR,3000,400,주차장+화장실+안내시설,"낙상(52), 교통사고(27), 기타 둔상(9)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P073,신라스테이플러스이호테우,숙박시설,호텔,리조트호텔,Place,SPOT,CENTRAL·POPULAR,숙박,숙박,제주특별자치도 제주시 일주서로 7253,제주특별자치도 제주시 외도이동 2048,33.4916059,126.4218571,실내,INDOOR,700,UNKNOWN,주차장+화장실+식음료시설+수유실,"낙상(7), 교통사고(4), 추락(1)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P074,산굼부리,자연관광,지질·특수자원,분화구,Place,SPOT,CENTRAL·POPULAR,관람·산책,야외,제주특별자치도 제주시 조천읍 비자림로 768,제주특별자치도 제주시 조천읍 교래리 166-1,33.43264,126.6938,실외,OUTDOOR,3635,150,주차장+화장실+매표소+식음료시설,"낙상(49), 교통사고(32), 추락(8)",지역주민(1): 길잃음(1),UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P075,산양큰엉곶,자연관광,숲·공원,곶자왈숲,Place,SPOT,CENTRAL·POPULAR,산책·관람,야외,제주특별자치도 제주시 한경면 연명로 179,제주특별자치도 제주시 한경면 청수리 956-6,33.2909927,126.2506579,실외,OUTDOOR,800,UNKNOWN,주차장+화장실+매표소+쉼터,"교통사고(7), 낙상(3), 말달구지(2)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P076,히든클리프호텔앤네이쳐,숙박시설,호텔,리조트호텔,Place,SPOT,CENTRAL·POPULAR,숙박,숙박,제주특별자치도 서귀포시 예래해안로 542,제주특별자치도 서귀포시 상예동 625,33.2543,126.3926,실내,INDOOR,600,UNKNOWN,주차장+화장실+식음료시설+비즈니스센터,"교통사고(18), 낙상(10), 기타 둔상(2)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P077,천제연폭포,자연관광,지질·특수자원,폭포,Place,SPOT,CENTRAL·POPULAR,관람·산책,야외,제주특별자치도 서귀포시 천제연로 132(중문동),제주특별자치도 서귀포시 중문동 2232,33.25099,126.41689,실외,OUTDOOR,3000,UNKNOWN,주차장+화장실+매표소,"낙상(52), 교통사고(27), 기타 둔상(9)",지역주민(1): 야간위험(1),UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P078,제주아트서커스,체험·레저,공연·엔터테인먼트,서커스공연,Place,SPOT,CENTRAL·POPULAR,공연관람,실내,제주특별자치도 서귀포시 안덕면 동광로 214,제주특별자치도 서귀포시 안덕면 동광리 886,33.314411,126.344939,실내,INDOOR,1500,130,주차장+화장실+매표소+식음료시설+안내시설,"교통사고(26), 낙상(13), 상해(2)",,UNKNOWN,,,,,25000,17500(현장 30%할인),3~10월 10:30/15:00/17:00 · 11~2월 10:30/14:30/16:30,연중무휴,,https://jejuartcircus.co.kr,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P079,약천사,문화·전시,종교시설,사찰,Place,SPOT,CENTRAL·POPULAR,관람·명상,종교,제주특별자치도 서귀포시 이어도로 293-28,제주특별자치도 서귀포시 대포동 1161,33.245766,126.44933,실내+실외,MIXED,2065,UNKNOWN,주차장+화장실+안내시설,"교통사고(26), 낙상(24), 기타 둔상(6)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P080,제주부영호텔&리조트,숙박시설,호텔,일반호텔,Place,SPOT,CENTRAL·POPULAR,숙박,숙박,제주특별자치도 서귀포시 중문관광로 222,제주특별자치도 서귀포시 중문동 2700-2,33.2473,126.421,실내,INDOOR,1500,449,주차장+화장실+식음료시설,"낙상(52), 교통사고(27), 기타 둔상(9)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P081,모슬포항,교통시설,항만,항구,Area,AREA,CENTRAL·POPULAR,이동·관람,항만,제주특별자치도 서귀포시 대정읍 신영로36번길 48,제주특별자치도 서귀포시 대정읍 하모리 1089-35,33.218925,126.248641,실외,OUTDOOR,2000,UNKNOWN,주차장+화장실+편의점+식음료시설,"낙상(95), 교통사고(65), 기타 둔상(18)","불특정다수(1): 추락(1) / 미상(1): 추락(1) / 지역주민(3): 익수위험(1), 해양사고(1), 화재/폭발(1)",UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P082,여미지식물원,자연관광,숲·공원,식물원,Place,SPOT,CENTRAL·POPULAR,산책·관람,실내·실외,제주특별자치도 서귀포시 중문관광로 93,제주특별자치도 서귀포시 색달동 2484-1,33.252661,126.414647,실내+실외,MIXED,UNKNOWN,UNKNOWN,주차장+화장실+안내시설+식음료시설+기념품점,UNKNOWN,,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,중복 병합: P208 여미지식물원
P083,호텔더본제주,숙박시설,호텔,일반호텔,Place,SPOT,CENTRAL·POPULAR,숙박,숙박,제주특별자치도 서귀포시 색달로 18,제주특별자치도 서귀포시 색달동 2138,33.2577,126.4068,실내,INDOOR,306,164,주차장+화장실+식음료시설+편의점,"낙상(104), 교통사고(45), 기타 둔상(38)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P084,한림공원,자연관광,숲·공원,자연공원,Place,SPOT,CENTRAL·POPULAR,산책·관람,야외,제주특별자치도 제주시 한림읍 한림로 300(협재리),제주특별자치도 제주시 한림읍 협재리 2487,33.3879944,126.2397837,실외,OUTDOOR,3181,68,주차장+화장실+매표소+안내시설+식음료시설+쉼터,"낙상(51), 교통사고(23), 기타 둔상(5)",,UNKNOWN,,,,,11000,9000,08:30~19:00,연중무휴,1시간30분,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P085,용눈이오름,자연관광,산·오름,오름,Place,SPOT,CENTRAL·POPULAR,등반·산책,야외,도로명주소미보유,제주특별자치도 제주시 구좌읍 종달리 산28,33.4583,126.8327,실외,OUTDOOR,1500,60,주차장+안내시설,"교통사고(29), 낙상(11), 기타 둔상(3)","지역주민(2): 낙석/붕괴(1), 자연환경/야생동물(1)",UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P086,JW메리어트제주,숙박시설,호텔,리조트호텔,Place,SPOT,CENTRAL·POPULAR,숙박,숙박,제주특별자치도 서귀포시 태평로 152,제주특별자치도 서귀포시 호근동 2163,33.2432873,126.5379534,실내,INDOOR,450,364,주차장+전기차충전+화장실+식음료시설,"낙상(18), 추락(4), 기타 둔상(2)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P087,호텔난타,숙박시설,호텔,비즈니스호텔,Place,SPOT,CENTRAL·POPULAR,숙박,숙박,제주특별자치도 제주시 선돌목동길 56-26,제주특별자치도 제주시 오등동 10-1,33.4458,126.547,실내,INDOOR,1100,UNKNOWN,주차장+화장실+식음료시설+비즈니스센터,"교통사고(20), 낙상(11), 추락(4)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P088,에코랜드호텔,숙박시설,호텔,일반호텔,Place,SPOT,CENTRAL·POPULAR,숙박,숙박,제주특별자치도 제주시 조천읍 번영로 1278-169,제주특별자치도 제주시 조천읍 교래리 385-1,33.45553,126.668187,실내,INDOOR,460,UNKNOWN,주차장+화장실+식음료시설,"낙상(49), 교통사고(32), 추락(8)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P089,사이프러스골프앤리조트,체험·레저,액티비티,골프,Place,SPOT,POPULAR,레저스포츠,야외,제주특별자치도 서귀포시 표선면 번영로 2300,제주특별자치도 서귀포시 표선면 성읍리 3129,33.4111139,126.752122,실외,OUTDOOR,600,UNKNOWN,주차장+화장실+식음료시설,"낙상(31), 교통사고(19), 기타 둔상(5)",관광객(1): 시설위험(1),UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P090,새별프렌즈,체험·레저,관광체험,동물체험,Place,SPOT,CENTRAL·POPULAR,체험·관람,동물,제주특별자치도 제주시 애월읍 평화로 1529,제주특별자치도 제주시 애월읍 봉성리 4554,33.362816,126.36336,실외,OUTDOOR,1200,200,주차장+화장실+기념품점+수유실+식음료시설,"교통사고(349), 낙상(204), 기타 둔상(48)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P091,뽀로로&타요테마파크제주,체험·레저,테마시설,키즈테마파크,Place,SPOT,CENTRAL·POPULAR,체험,실내,제주특별자치도 서귀포시 안덕면 병악로 269,제주특별자치도 서귀포시 안덕면 상창리 1614,33.3004429,126.3708109,실내+실외,MIXED,4000,UNKNOWN,주차장+화장실,"교통사고(40), 낙상(23), 동물/곤충(5)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
